Comment,giaodien,manhinh,amthanh,tinhnang,dichvu,giaca,tongthe
Tivi mua về dùng 1 tuần lỗi quá nhiều. Sản phẩm còn trong box mà bụi lọt vào trắng xóa. Remote mất tín hiệu,2,2,2,0,0,2,0
tivi vào các app xem đc 1 lúc liên tục bị out ra tự nhiên tắt phụt r khởi động lại rất khó chịu yêu cầu DMX đổi sp khác,2,2,2,0,2,2,2
tôi mua tivi để Tết cả gia đình có cái xem chứ không phải mua cái bực mình. Bán hàng từ cái tâm chứ không phải sale xuống r bán hàng rỏm ntn. Bán hàng sale giá vẫn còn cao hơn các nơi khác tôi vẫn tin tưởng mua ở DMX vì nghĩ đây là nơi uy tín. Yêu cầu DMX mau giải quyết để GĐ tôi có tivi mới yên tâm xem Tết.,2,2,2,2,2,2,0
Mình thấy tivi dùng 1 tháng kết nối wifi ko ổn định,2,2,2,0,2,2,2
cứ thi thoảng ít thôi lúc tắt đi bật lên thì mất kết nối wifi,2,2,2,0,2,2,2
"Chất lượng sp tệ xài 12t hư màn hình . Dmx k hổ trợ ,nvbh hẹn 3/10 trả lời khách hàng nhưng đến nay t chưa nhận đc cuộc gọi. Chỉ biết hẹn và hẹn",2,0,2,2,0,2,0
hẹn 5 lần 7luọt k giải quyết.,2,2,2,2,0,2,0
Hình ảnh gương mặt giả tạo không sâc nét,2,0,2,2,2,2,2
"toi cam thay rat hai long ,nhung quang cao qua nhieu ,co cach nao chan bot duoc khong ??",2,2,2,0,2,2,1
hiện tại ổ,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Đẹp,1,2,2,2,2,2,0
rổ nét,2,1,2,2,2,2,2
âm thanh hay,0,0,1,0,0,0,0
Ok tạm ổn trong tầm giá,2,2,2,2,2,1,1
Hình ảnh rất đẹp âm thanh tuyệt vời,2,1,1,2,2,2,2
Tốt,2,2,2,2,2,2,1
Tôi mới mua TV này tháng 01/2023. Nhưng nay lại bị hư remote,2,2,2,0,2,2,2
bấm không ă,2,2,2,0,2,2,2
sạc pin không vào. Coi như cái TV thành 1 cục gạch. Đem ra cửa hàng thì nhân viên báo gửi về hãng bảo hành,2,2,2,0,0,2,0
thời gian bh 7-15 ngày và có thể 30 ngày nếu thiếu linh kiện. Tôi có hỏi trong thời gian chờ thì cửa hàng có remote khác để tôi sd tạm trong thời gian chờ không!? Thì nhận được câu trả lời là KHÔNG và TÔI PHẢI BỎ RA 80 NGHÌN ĐỂ MUA 1 CÁI REMOTE XÀI TẠM. Vậy sẽ ra sao nếu tôi không chịu bỏ tiền mua remote tạm,2,2,2,0,0,2,0
gia đình tôi phải ngồi xung quanh nhìn 1 cái màn hình đen thui ở giữa nhà à!? Vỗ tay cho cách phục vụ của các bạ,2,2,2,2,0,2,2
đây sẽ là lần cuối cùng tôi mua hàng ở ĐMX.,2,2,2,2,2,2,0
Tốt,2,2,2,2,2,2,1
Khi thay đổi app xem thỉnh thoảng bị đứng,2,2,2,0,2,2,2
cần tắt đi mở lại,2,2,2,0,2,2,2
sản phẩm tốt,0,0,0,0,0,0,0
Sản phẩm ok,2,2,2,2,2,2,1
Oke,2,2,2,2,2,2,1
rất ok,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Tivi em bị sọc giữa màn hình khônh biết có được bảo hành không ạ,2,0,2,2,2,2,2
"Mua về chưa gì đã hư hỏng điều khiển tivi,báo lên thì gọi người này người kia giải quyết,cuối cùng 2 tuần chưa có điều khiển tivi mà chưa ai giải quyết luôn,còn đồi bán cho điều khiển tivi mới nữa chứ,quá tệ cho một hệ thống lớn,bán hàng mà có cái điều khiển tivi ko giải quyết đc thì hỏi khách hàng có tin tưởng để mua nữa ko,lần đâu mua onl quá thất vọng về cách xử lý khi hàng giao cho khách chưa dùng đã bị hư và hình như còn ko chịu trách nhiệm và ko xử lý cho khách,rất chán nản.",2,2,2,0,0,2,0
Tivi mua ngày 3/5/2023 mà dừ điều khiển tivi bị hư có được bảo hành không ạ,2,2,2,2,2,2,2
Ok,2,2,2,2,2,2,1
Tôt,2,2,2,2,2,2,1
Nên mua nha mọi người,2,2,2,2,2,2,1
sản phẩm rất ok,2,2,2,2,2,2,1
hân viên rất nhiệt tình,0,0,0,0,0,0,0
"hưng mình quên chụp ảnh lại,",2,2,2,2,2,2,2
Hài lòng,0,0,0,0,0,0,0
Vẫn ổ,2,2,2,2,2,2,1
Mình cần kết nối với FPT mà chưa kết nối được,2,2,2,0,2,2,2
Rất tệ,2,2,2,2,2,2,0
Dung ok,2,2,2,2,2,2,1
Sản phẩm rất đáng mua,2,2,2,2,2,2,1
"Điều khiển giọng nói không được,",2,2,2,0,2,2,2
Nhân viên lắp đặt nhiệt tình,2,2,2,2,1,2,2
Hinh anh va âm thanh đep vơi tâm gia nay.,2,1,1,2,2,1,2
TV rẻ và dùng tốt,2,2,2,2,2,1,1
Ok,2,2,2,2,2,2,1
mới mua ngày thứ 2 đã bị lỗi không mở màn hình được.,2,0,2,0,2,2,2
Hiện tại rất tốt,2,2,2,2,2,2,1
Ngon lành,2,2,2,2,2,2,1
OK tivi xem rất tốt,2,1,2,2,2,2,2
Tốt,2,2,2,2,2,2,1
Rất tốt,2,2,2,2,2,2,1
Chuẫ,2,2,2,2,2,2,1
