Comment,giaodien,manhinh,amthanh,tinhnang,dichvu,giaca,tongthe
Tivi mua về dùng 1 tuần lỗi quá nhiều. Sản phẩm còn trong box mà bụi lọt vào trắng xóa. Remote mất tín hiệu,2,2,2,0,0,2,0
tivi vào các app xem đc 1 lúc liên tục bị out ra tự nhiên tắt phụt r khởi động lại rất khó chịu yêu cầu DMX đổi sp khác,2,2,2,0,2,2,2
tôi mua tivi để Tết cả gia đình có cái xem chứ không phải mua cái bực mình. Bán hàng từ cái tâm chứ không phải sale xuống r bán hàng rỏm ntn. Bán hàng sale giá vẫn còn cao hơn các nơi khác tôi vẫn tin tưởng mua ở DMX vì nghĩ đây là nơi uy tín. Yêu cầu DMX mau giải quyết để GĐ tôi có tivi mới yên tâm xem Tết.,2,2,2,2,2,2,0
Mình thấy tivi dùng 1 tháng kết nối wifi ko ổn định,2,2,2,0,2,2,2
cứ thi thoảng ít thôi lúc tắt đi bật lên thì mất kết nối wifi,2,2,2,0,2,2,2
"Chất lượng sp tệ xài 12t hư màn hình . Dmx k hổ trợ ,nvbh hẹn 3/10 trả lời khách hàng nhưng đến nay t chưa nhận đc cuộc gọi. Chỉ biết hẹn và hẹn",2,0,2,2,0,2,0
hẹn 5 lần 7luọt k giải quyết.,2,2,2,2,0,2,2
Hình ảnh gương mặt giả tạo không sâc nét,2,0,2,2,2,2,2
"toi cam thay rat hai long ,nhung quang cao qua nhieu ,co cach nao chan bot duoc khong ??",2,2,2,0,2,2,1
hiện tại ổ,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Đẹp,1,2,2,2,2,2,2
rổ nét,2,1,2,2,2,2,2
âm thanh hay,2,2,1,2,2,2,2
Ok tạm ổn trong tầm giá,2,2,2,2,2,1,1
Hình ảnh rất đẹp âm thanh tuyệt vời,2,1,1,2,2,2,2
Tốt,2,2,2,2,2,2,1
Tôi mới mua TV này tháng 01/2023. Nhưng nay lại bị hư remote,2,2,2,0,2,2,2
bấm không ă,2,2,2,0,2,2,2
sạc pin không vào. Coi như cái TV thành 1 cục gạch. Đem ra cửa hàng thì nhân viên báo gửi về hãng bảo hành,2,2,2,0,0,2,0
thời gian bh 7-15 ngày và có thể 30 ngày nếu thiếu linh kiện. Tôi có hỏi trong thời gian chờ thì cửa hàng có remote khác để tôi sd tạm trong thời gian chờ không!? Thì nhận được câu trả lời là KHÔNG và TÔI PHẢI BỎ RA 80 NGHÌN ĐỂ MUA 1 CÁI REMOTE XÀI TẠM. Vậy sẽ ra sao nếu tôi không chịu bỏ tiền mua remote tạm,2,2,2,0,0,2,0
gia đình tôi phải ngồi xung quanh nhìn 1 cái màn hình đen thui ở giữa nhà à!? Vỗ tay cho cách phục vụ của các bạ,2,2,2,2,0,2,2
đây sẽ là lần cuối cùng tôi mua hàng ở ĐMX.,2,2,2,2,2,2,0
Tốt,2,2,2,2,2,2,1
Khi thay đổi app xem thỉnh thoảng bị đứng,2,2,2,0,2,2,2
cần tắt đi mở lại,2,2,2,0,2,2,2
sản phẩm tốt,2,2,2,2,2,2,1
Sản phẩm ok,2,2,2,2,2,2,1
Oke,2,2,2,2,2,2,1
rất ok,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Tivi em bị sọc giữa màn hình khônh biết có được bảo hành không ạ,2,0,2,2,2,2,2
"Mua về chưa gì đã hư hỏng điều khiển tivi,báo lên thì gọi người này người kia giải quyết,cuối cùng 2 tuần chưa có điều khiển tivi mà chưa ai giải quyết luôn,còn đồi bán cho điều khiển tivi mới nữa chứ,quá tệ cho một hệ thống lớn,bán hàng mà có cái điều khiển tivi ko giải quyết đc thì hỏi khách hàng có tin tưởng để mua nữa ko,lần đâu mua onl quá thất vọng về cách xử lý khi hàng giao cho khách chưa dùng đã bị hư và hình như còn ko chịu trách nhiệm và ko xử lý cho khách,rất chán nản.",2,2,2,0,0,2,0
Tivi mua ngày 3/5/2023 mà dừ điều khiển tivi bị hư có được bảo hành không ạ,2,2,2,2,2,2,2
Ok,2,2,2,2,2,2,1
Tôt,2,2,2,2,2,2,1
Nên mua nha mọi người,2,2,2,2,2,2,1
sản phẩm rất ok,2,2,2,2,2,2,1
hân viên rất nhiệt tình,2,2,2,2,1,2,2
"hưng mình quên chụp ảnh lại,",2,2,2,2,2,2,2
Hài lòng,2,2,2,2,2,2,1
Vẫn ổ,2,2,2,2,2,2,1
Mình cần kết nối với FPT mà chưa kết nối được,2,2,2,0,2,2,2
Rất tệ,2,2,2,2,2,2,0
Dung ok,2,2,2,2,2,2,1
Sản phẩm rất đáng mua,2,2,2,2,2,2,1
"Điều khiển giọng nói không được,",2,2,2,0,2,2,2
Nhân viên lắp đặt nhiệt tình,2,2,2,2,1,2,2
Hinh anh va âm thanh đep vơi tâm gia nay.,2,1,1,2,2,1,2
TV rẻ và dùng tốt,2,2,2,2,2,1,1
Ok,2,2,2,2,2,2,1
mới mua ngày thứ 2 đã bị lỗi không mở màn hình được.,2,0,2,0,2,2,2
Hiện tại rất tốt,2,2,2,2,2,2,1
Ngon lành,2,2,2,2,2,2,1
OK tivi xem rất tốt,2,1,2,2,2,2,2
Tốt,2,2,2,2,2,2,1
Rất tốt,2,2,2,2,2,2,1
Chuẫ,2,2,2,2,2,2,1
Mới giao hàng đc 1 tiếng..nhân vien gắn kệ treo lên 20f thì bị z..gọi thì bảo đợi ngày mai..sao lúc mua thì gọi cái ok ngay..đến khi lỗi thì hẹn mai trong khi đó mới giao mới 1h..để qua ngày để kiếm đường đổ lỗi cho khách hàng hay sao..làm ăn quá chá,2,2,2,2,0,2,0
Ok,2,2,2,2,2,2,1
mà chưa thấy kích hoạt bảo hành,2,2,2,2,0,2,2
Hình ảnh nét màu sắc giống sony,2,1,2,2,2,2,2
bắt wifi mạnh mặc dù cách xa 3 mét,2,2,2,1,2,2,1
chất lượng full HD nét hơn 4K 1 số loại khác,2,1,2,2,2,2,2
Sp tốt,2,2,2,2,2,2,1
Ok lắm,2,2,2,2,2,2,1
Giá rẻ,2,2,2,2,2,2,1
xài ổ,2,2,2,2,2,2,1
Ổn so với tầm giá,2,2,2,2,2,1,1
Tốt về giá và chất lượng,2,2,2,2,2,1,1
Dùng tốt. Giá cả ổ,2,2,2,2,2,1,1
cho em hỏi làm sao để cài đặt ứng dụng chplay cho tivi này ạ,2,2,2,2,2,2,2
Ok,2,2,2,2,2,2,1
Thấy OK kết nối nhanh màn hình đẹp,2,1,2,1,2,2,1
Màu đẹp,1,2,2,2,2,2,2
âm thanh sống động và kích thước vừa đủ với không gian căn phòng,1,2,1,2,2,2,2
Tốt,2,2,2,2,2,2,1
TV xài rất tốt,2,2,2,2,2,2,1
Mình đang sử dụng thấy rất OK Mình đã mua thêm 01 cái nữa,2,2,2,2,2,2,1
Tivi khá tôt,2,2,2,2,2,2,1
Tuyệt vời,2,2,2,2,2,2,1
rất tệ cho thái độ hỗ trợ dịch của nhân viê,2,2,2,2,0,2,2
Hình ảnh âm thanh tốt với tầm giá,2,1,1,2,2,1,2
Mới sắm ngày 13/5/24 rất chi là ok...,2,2,2,2,2,2,1
Sản phẫm tốt nhân viên nhiệt tình giao nhanh . Nói chung là ok .,2,2,2,2,1,2,1
Chất lượng hiển thị tốt,2,1,2,2,2,2,2
âm thanh sống động nghe thích lắm,2,2,1,2,2,2,2
màn 55inch coi siêu đã.,1,2,2,2,2,2,2
TV khá tốt,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Rất tốt,2,2,2,2,2,2,1
Sản phẩm dùng tốt,2,2,2,2,2,2,1
âm thanh to rõ,2,2,1,2,2,2,2
hình ảnh đẹp. Tuy nhiên những phần khuyến mãi kèm theo ko sử dụng được,2,1,2,2,0,2,2
mình có gọi điệ,2,2,2,2,2,2,2
hắn tin nhưng nhân viên cũng ko giúp được gì,2,2,2,2,0,2,2
mình phải yêu cầu nhiều lần thì mới có nhân viên tới nhà họ nói chuyện kiểu như đi đòi nợ thuê,2,2,2,2,0,2,2
làm cha khách hàng,2,2,2,2,2,2,0
đổ thừa này nọ đủ thứ. Mình thường xuyên mùa hàng ở dmx,2,2,2,2,2,2,0
TGDD,2,2,2,2,2,2,2
bhx đây đâu phải lần đầu mua nhân viên rất rất là tệ. Sản phẩm thì tốt còn nhân viên phục vụ và bảo hành thì mọi người nên xem lại bỏ tiền ra mua hàng rồi kèm Theo cục tức khuyến mãi mang về,2,2,2,2,0,2,0
Dùng tốt,2,2,2,2,2,2,1
OK rất tốt,2,2,2,2,2,2,1
Remote hay bị đơ nhấn hk nhận lệnh. Vào FPT play xem phim thì hay hiện lên tìm kiếm bằng giọng nói thoát ra hk được. Hk bít tại remote hay tivi còn tìm kiếm bằng khâu lệnh ok google dường như hk sài đk,2,2,2,0,2,2,2
ok,2,2,2,2,2,2,1
S p hợp lý anh đẹp gi thành tốt dễ sử dụng,2,1,2,2,2,1,1
Vừa mua dmx giảm giá 2 triệu. Sp tốt nhưng hơi hụt hẫn tý.,2,2,2,2,2,0,1
Tốt,2,2,2,2,2,2,1
Rất tốtttttttt,2,2,2,2,2,2,1
rất tốt,2,2,2,2,2,2,1
hình ảnh siêu nét chất lượng cao,2,1,2,2,2,2,2
mịn màng,2,1,2,2,2,2,2
Âm thanh cực kì to rõ thiết kế đẹp màu sắc hài hòa,1,1,1,2,2,2,2
Hình ảnh đẹp xem thể thao chất lượng hẳn ra,2,1,2,2,2,2,2
Màn hình to rõ loa siêu bự bật 1 tý phát nguyên cả căn phòng nghe,2,2,1,2,2,2,2
Giá cả phải chăng hàng Nhật Bản có khác dùng mượt mà chưa thấy trục trặc gì,2,2,2,1,2,1,2
Màn hình to đẹp rất đáng tiề,1,1,2,2,2,2,2
Đẹp,1,2,2,2,2,2,1
TV đẹp to cái chống chói mắt thấy quảng cáo khá tiện xem phim lâu đỡ mỏi mắt hơn hẳn thanks,1,1,2,1,2,2,1
Tư vấn viên nhiệt tình bác bảo vệ dắt xe vui vẻ,2,2,2,2,1,2,2
TV trình chiếu rất ok,2,1,2,2,2,2,1
Sắm vài cái để phòng khách thì còn gì bằng,2,2,2,2,2,2,2
Màn ảnh to nét,1,1,2,2,2,2,2
Dùng tốt như mong đợi ok,2,2,2,2,2,2,1
Dùng để làm màn hình chiếu thông báo khá tốt,2,1,2,2,2,2,2
Loa to màn hình rộng khá ổ,2,1,1,2,2,2,2
11tr cho một siêu phẩm,2,2,2,2,2,1,1
đẹp,2,2,2,2,2,2,1
chất,2,2,2,2,2,2,1
Mua về cho nóc nhà xem phim,2,2,2,2,2,2,1
hihi,2,2,2,2,2,2,1
Dùng rất ok,2,2,2,2,2,2,1
Ui,2,2,2,2,2,2,2
kiếm mãi mới có cửa hàng bán dòng 65 của Toshiba,2,2,2,2,2,2,2
gì mà hiếm hàng vậy @@,2,2,2,2,2,2,2
Tivi ok lằm.,2,2,2,2,2,2,1
Mua dc 1 ngày đã bị bị đơ màn hình bật không lê,2,2,2,0,2,2,2
Tốt,2,2,2,2,2,2,1
hình ảnh đẹp rất ok.,2,1,2,2,2,2,2
Oki la,2,2,2,2,2,2,1
Hàng ok ạ,2,2,2,2,2,2,1
Rất. Ok,2,2,2,2,2,2,1
Cam on toi rat hai long,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Rất ok,2,2,2,2,2,2,1
Sài 2 tuần thấy chất lượng ổn so với kỳ vọng,2,2,2,2,2,2,1
Không có gì để phàn nà,2,2,2,2,2,2,1
Đang xài tốt. Độ bền thì phải trải qua thời gian mới biết được,2,2,2,2,2,2,1
Mới dùng thấy tốt,2,2,2,2,2,2,1
Cảm ơ,2,2,2,2,2,2,2
Tốt,2,2,2,2,2,2,1
Tôi đã sử dụng TV này được 1năm rồi vẫn thấy OK,2,2,2,2,2,2,1
Hình ảnh đẹp,2,1,2,2,2,2,2
âm thanh tốt,2,2,1,2,2,2,2
giá phải chăng,2,2,2,2,2,1,2
OK nhé,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Thời gian phản hồi bảo hành của ĐMX quá lâu do hệ thống quá tải. Cũng muốn thông cảm nhg thật sự lần này rất tệ,2,2,2,0,0,2,0
chắc sẽ cân nhắc mua hãng khác lần sau,2,2,2,2,2,2,2
Ok,2,2,2,2,2,2,1
Hiện tại đang rất hài lòng về tivi này,2,2,2,2,2,2,1
Tivi mua 15/2 giờ bị lỗi tìm kiếm giọg nói ko ược để là remote ngắt kết nòi cho người lên kiểm tra dùm ở nhà chỉ có người già ko biết làm sao,2,2,2,0,2,2,2
Tv bị lỗi không dùng được giọng nói liên hệ bảo hành hẹn mà không thấy xuống nhỉ,2,2,2,0,0,2,2
Mới mua tivi hôm 28/4 ngày 29 mới giao lấp đặt xog ok .sáng hôm sau bị lỗi tất cả ứng dụng ko xem đc .đt lên kêu bh hẹn 2ng xuống cái kiểm trả nói hư phần mềm. Cái hẹn tiếp 2ng .tivi mới mua mà bh thấy chá,2,2,2,0,0,2,0
tốt,2,2,2,2,2,2,1
Pua tế mới mua 1thangda hứ.bao hành thì k chịu bao hanh,2,2,2,2,0,2,2
Tốt,2,2,2,2,2,2,1
sài ok,2,2,2,2,2,2,1
Củng tốt,2,2,2,2,2,2,1
Tívi rất đẹp,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Dùng tốt trong tầm giá,2,2,2,2,2,1,1
Xem qua đầu thu Mobitv 1080 mờ hơn khi xep qua tv 360 nhưng nét hơn nhiều sản phẩm tốt ok,2,1,2,1,2,2,1
Tivi này ket nối wifi trực tiếp hay không dây ạ,2,2,2,2,2,2,2
kênh TV THVL3 bị lắc và đứng hình chưa khắc phục được,2,2,2,0,2,2,2
....jjj,2,2,2,2,2,2,2
Tivi hay bị mất tiếng quá ạ ko hiểu vì sao nữa tắt mở đi lại mới có tiếng,2,2,0,2,2,2,2
Rất tốt,2,2,2,2,2,2,1
Tốt tư vấn tận tình.,2,2,2,2,1,2,1
"Tôi mới mua thấy rất tốt,",2,2,2,2,2,2,1
Rất hài lòng với sản phẩm.,2,2,2,2,2,2,1
Nhân viên lắp đặt nhanh,2,2,2,2,1,2,2
ti vi xài tốt,2,2,2,2,2,2,1
hình nét,2,1,2,2,2,2,2
âm thanh rõ.,2,2,1,2,2,2,2
Rất tốt,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Tivi sài rất ok,2,2,2,2,2,2,1
Thuyết minh cứ đọc tên video rất phiền. Nhờ đmx chỉ giúp .,2,2,2,0,2,2,2
Sản phẩm chất lượng,2,2,2,2,2,2,1
Sản phẩm khách hành mua mới mà giao như hàng tồn kho hang lỗi đem tới 3 cái cái đổi cái nào cũng lỗi ngay lúc giao giờ bên DMX yêu cầu muốn đổi phải tốn phí . 11tr chứ 1 tr tôi đập cho rồi. Đi tới lui 10 lần k giải quyết dc rất phiền phức. Rất bực mình.,2,2,2,0,0,2,0
Tốt lắm,2,2,2,2,2,2,1
Màu sắc tốtâm thanh sống động mình rất ưng ý khi sử dụng Tivi Sony 4K 43 inch KD,2,1,1,2,2,2,2
Tôi hài lòng,2,2,2,2,2,2,1
Nhân viên tư Vấn nhiệt tình vui vẻ.,2,2,2,2,1,2,2
Trải nghiệm cực kì tệ với DMX.Thời điểm mua hàng CTKM ghi rõ được tặng kèm bộ 3 tk vip xem tivi tuy nhiên thực tế không có.Báo bộ phận CSKH thì lại đẩy trách nhiệm cho hãng Sony và từ Sony lại đẩy sang Vieon. Rất lòng vòng tốn thời gian.Tổng gần 20 ngày từ lúc mua chưa được kích hoạt tài khoản.NV CSKH có xu hướng đổ lỗi cho khách cực kì thất vọng.,2,2,2,2,0,0,0
Xài tốt,2,2,2,2,2,2,1
Tivi màu đẹp sắc nét. Âm thanh nghe hay nhiều tiện ích trên tivi,2,1,1,2,2,2,2
Màu sắc đẹp sắc nétâm thanh rõtôi hài lòng với sản phẩm này,2,1,1,2,2,2,1
Ok,2,2,2,2,2,2,1
San pham rat tot,2,2,2,2,2,2,1
Hình ảnh đẹp. Âm thanh to. Thích hợp trong tầm giá. Còn độ bền thì thời gian sau mớ biết.,2,1,1,2,2,1,1
Tivi ổ,2,2,2,2,2,2,1
trình duyệt web có vẻ hơi lag. Xem phim trên web tầm 1h có hiện tượng đơ luôn tivi. Kh tắt được phải rút chui cắm luôn mới tắt mở lại được. Mong được phản hồi ạ.,2,2,2,0,2,2,2
Hàng chất lượng cao,2,2,2,2,2,2,1
giá tốt với tấm nền IPS cho chất lượng hình ảnh chân thật không quá nịnh mắt như màn QLed của Samsung. Còn độ bền chưa biết.,2,1,2,2,2,1,2
Hiện tại khá ok vs tầm giá. Chờ xem độ bề,2,2,2,2,2,1,1
Chất lượng Sản phẩm dùng rất hài lòng cả hình ảnh,2,2,2,2,2,2,1
âm thanh,2,2,2,2,2,2,2
Anh chị nên cân nhắc mua sản phẩm của tosia này. Chính sách đổi trả đmx quá tốt nhưng hàng tosia giờ quá tệ. Đổi cái mới vẫn bị lỗi y chang vậy,2,2,2,2,0,2,0
Sản phẩm ok,2,2,2,2,2,2,1
rất đáng đồng tiền.,2,2,2,2,2,1,1
Oki,2,2,2,2,2,2,1
Rất tốt,2,2,2,2,2,2,1
Âm thanh to,2,2,1,2,2,2,2
hình ảnh tốt. Chờ thêm thời gian để kiểm chứng độ bề,2,1,2,2,2,2,2
Thiết kế khá đẹp so với phiên bản tiền nhiệm ổ,1,2,2,2,2,2,2
Nhìn thực tế thấy đẹp với sang hơn trên mạng,1,2,2,2,2,2,2
Tivi kết nối nhanh. Màu đẹp . Âm thanh to rõ,1,1,1,1,2,2,2
Tạm,2,2,2,2,2,2,2
Tv sản xuất tại Thailal hình thức đẹp chất lượng hình tiếng chuẩn chỉnh. Nhân viên giao hàng nhanh thân thiệ,2,1,2,2,1,2,2
Ok,2,2,2,2,2,2,1
Chính sách bảo hành quá kém đùng đẩy hãng vs chổ bán. Màng hình báo giá trên trời mua tv 9tr6 báo giá màng hình 11 triệu.,2,2,2,2,0,0,0
Màu sắc đẹp mọi người lưu ý để chế độ hiển thị sang tự nhiên sẽ đẹp hơn để sống động với tiêu chuẩn nha,2,1,2,2,2,2,2
Đẹp mọi góc nhìn giá cả phải chăng tư vấn nhiệt tình,1,1,2,2,1,1,2
Mua về làm TV trình chiếu rất tiệ,2,2,2,1,2,2,2
Mình Thích cách bảo hành của DMX rất chu đáo. Chuyên nghiệp,2,2,2,2,1,2,2
sẽ tiếp tục ủng hộ,2,2,2,2,2,2,1
Oki hàng tốt,2,2,2,2,2,2,1
Sài ok,2,2,2,2,2,2,1
Mua hàng trưng bày bị mất khiển bù vào điền khiển đời cũ dùng khá ức chế. Tivi rút điện nguồn ra là auto mất tài khoản google. Muốn dùng thì lại phải đăng nhập lại rất ức chế. Không biết tivi bị lỗi gì nữa,2,2,2,0,0,2,0
Sản phẩm ok,2,2,2,2,2,2,1
Sài ok,2,2,2,2,2,2,1
Sài ổn định,2,2,2,2,2,2,1
Ti vi mới mua dc 1 ngày thì dã k kết nối giọng dc,2,2,2,0,2,2,2
gọi bh thì cho ng lên ng xuống rồi cũng k dc,2,2,2,2,0,2,2
Với giá này thì không thể mong đợi nhiều hơ,2,2,2,2,2,0,2
cơ bản ổn. Loa nghe không hay,2,2,0,2,2,2,2
màu sắc không tươi,2,0,2,2,2,2,2
so với Samsung,2,2,2,2,2,2,2
Mua onl đmx sẽ không được hỗ trợ lien khi sản pham bị lỗi,2,2,2,2,0,2,2
mình được kĩ thuật tư vấn nên mua trực tiếp tại cửa hàng sẽ được hỗ trợ nhanh khi sp bị lỗi,2,2,2,2,0,2,2
Rất ưng ý luô,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Sản phẩm rất tốt,2,2,2,2,2,2,1
Rất tốt,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
"Tivi gia re hợp với người lao động sử dụng rất tốt,,",2,2,2,2,2,1,1
Ổn họp tui tiề,2,2,2,2,2,1,1
Mua hang bi lôi đôi tơi đôi lui mât thơi gia,2,2,2,2,0,2,2
Tivi sử dụng rất tốt,2,2,2,2,2,2,1
Rất tốt,2,2,2,2,2,2,1
Tivi dễ dùng,2,2,2,1,2,2,2
ánh sáng và màu sắc tốt,2,1,2,2,2,2,2
Tivi mượt dễ sử dụng hình ảnh nét .. hk có đường đen khi lấy tay miết lên màn hình,2,1,2,1,2,2,2
Ti vi đẹp tốt,1,2,2,2,2,2,1
Hiện tại nhà mình dùng gần một năm rồi hình ảnh âm thanh rất tốt,2,2,1,2,2,2,2
Dùng tốt trong phân khúc,2,2,2,2,2,2,1
Chất lượng hình ảnh và âm thanh tốt.,2,1,1,2,2,2,1
Bắt wife quá tệ mất điện hoặc rút ra là phải cài lại wfi cài ko đc toàn bị lỗi đang muốn đem trả đây,2,2,2,0,2,2,0
Hiện tại dùng 23 tuần cảm thấy tốt,2,2,2,2,2,2,1
chưa có vấn đề gì. Sau này mới đánh giá tiếp theo được,2,2,2,2,2,2,2
Rất tốt,2,2,2,2,2,2,1
Mới mua máy oi dmx lg 55in ngày 22/4 giá 12990 hôm nay dmx bán co11990 mới đây lỗ 1tr,2,2,2,2,2,0,2
Màu sắc,2,1,2,2,2,2,1
âm thanh và hình ảnh đẹp nhé. Giá quá OK,2,1,1,2,2,1,2
Đôi khi vẫn còn lag,2,2,2,0,2,2,2
Tốt,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Rất tốt âm thanh sống động,2,2,1,2,2,2,1
Tốt,2,2,2,2,2,2,1
Tôi rất hài lòng về sản phẩm,2,2,2,2,2,2,1
LG này xài rất ok,2,2,2,2,2,2,1
Phục vụ rất tốt.,2,2,2,2,1,2,2
Tivi mua được tuần nay,2,2,2,2,2,2,2
bị lỗi mà 2 ông ĐMX và nv TCL cứ đổ qua lại do quá tải. Bjo để trưng bày,2,2,2,0,0,2,2
Tốt trong tầm giá,2,2,2,2,2,1,1
Tivi tốt,2,2,2,2,2,2,1
Quá ok,2,2,2,2,2,2,1
Dùng ổ,2,2,2,2,2,2,1
chất lượng cũng tạm được có điều khiện sẽ ủng hộ nữa,2,2,2,2,2,2,1
Tốt so với tầm giá,2,2,2,2,2,1,1
Ổn trong tầm giá.,2,2,2,2,2,1,1
Ok,2,2,2,2,2,2,1
Đẹp nhưng không được nhạy như các hãng khác,2,2,2,0,2,2,2
Sản phẩm dùng tốt,2,2,2,2,2,2,1
Hiện tại dùng rất ổn . Nhân viên nhiệt tình. Sẽ phản hồi thêm sau thời gian sử dụng,2,2,2,2,1,2,1
Sản phẩm tốt,2,2,2,2,2,2,1
Tốt. Hài lòng,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Dùng OK với giá tiền.,2,2,2,2,2,1,1
Tốt nhất trong tầm giá đã dùng.,2,2,2,2,2,1,1
Không hài lòng,2,2,2,2,2,2,0
Tốt hơn với tưởng tượng.giá tốt chật lượng tốt,2,2,2,2,2,1,1
Ok,2,2,2,2,2,2,1
Cũng ổ,2,2,2,2,2,2,1
Tv lỗi mà dmx ko có trách nhiệm lần sau không bao giờ mua ở đó nữa báo bảo hành từ mùng 5 ma bây giờ chua giả quết song tiền thật mua của giả,2,2,2,2,0,0,2
Giá thành rẻ nhân viên điện mấy nhiệt tình,2,2,2,2,1,1,2
Sản phẩm tốt,2,2,2,2,2,2,1
hình ảnh đẹp,2,1,2,2,2,2,2
Hình sắc nét,2,1,2,2,2,2,2
"màu đẹp,remove trông rất xịn xò",1,1,2,1,2,2,1
k biết độ bền bao lâu chứ trước mắt rất ok mn ạ. Nhân viên DMX thì hổ trợ rất nhiệt tình. Mình luôn tin tưởng và mua đồ ở DMX.,2,2,2,2,1,2,1
Sản phẩm rất tốt,2,2,2,2,2,2,1
Sản phẩm hiện sử dụng tốt sau 3 ngày trải nghiệm Nhân viên ĐMX nhiệt tình,2,2,2,2,1,2,1
Tôi mua tặng,2,2,2,2,2,2,2
ên có hỏi người nhậ,2,2,2,2,2,2,2
màn hình rất nét,2,1,2,2,2,2,1
chất lượng tốt,2,2,2,2,2,2,1
xin cảm ơn.,2,2,2,2,2,2,2
Sản phẩm dùng tốt,2,2,2,2,2,2,1
Đẹp,1,2,2,2,2,2,2
Xài tốt,2,2,2,2,2,2,1
Cảm nhận tốt,2,2,2,2,2,2,1
Tốt chất lượng đẹp,1,2,2,2,2,2,1
Đắt nhưng xắt ra miếng,2,2,2,2,2,0,2
trước giờ vẫn ủng hộ Điện Máy Xanh,2,2,2,2,2,2,1
Sp tốt,2,2,2,2,2,2,1
Tầm giá đó dùng tốt,2,2,2,2,2,1,2
Tivi dùng tốt,2,2,2,2,2,2,1
Tôi mua đơn hàng từ ngày 04.01,2,2,2,2,2,2,2
mà đến nay chưa được chuyển đổi trả góp,2,2,2,2,0,2,2
trong khi bên ngân hàng đã có sao kê trong kì thanh toán tháng 1. Tôi gọi cho NH thì họ bảo là bên ĐMX phải thực hiện tủ tục này. Tôi liên hệ ĐMX thì nhân viên bảo kiểm tra và phản hồi tôi 9 ngày ko bgom t7 cn lễ tính từ ngày tôi gọi ĐMX complain. Tôi rất bức xúc,2,2,2,2,0,2,0
ĐMX trả lời như vậy ko thấy vô lý ư. Tại sao tính từ ngày tôi complain mà ko phải là ngày mua hàng. Thủ tục chuyển đổi trả góp là trách nhiệm của ĐMX chứ ko phải của KH mà chờ KH gọi mới bắt đầu thực hiện.,2,2,2,2,0,2,0
Tại sao TV mua mới được 1 tháng 2 ngày đồ mốt bị không nhận dạng dọng nói được . điện lên bảo hành lại bảo sđt không có trong bảo hành á .trong khi đó mua là lấy số đó,2,2,2,0,0,2,0
mạng yếu ko cài đặt mấy gói khuyến mãi chuyền hình cho người ta luôn kiên giang,2,2,2,0,0,2,2
Remot mới mua về thì sử dụng giọng nói được nhưng 2 bữa nay thi không được nữa và tivi kh thể kết nối trình chiếu vs ĐT được nữa mong ĐMX phản hồi sớm ạ,2,2,2,0,2,2,2
tv này nếu mình muốn nghe nhạc qua loa nhưng k mở tv được k ạ hỗ trợ giúp mình,2,2,2,0,2,2,1
Rất tốt,2,2,2,2,2,2,1
Rất tốt chưa thấy có một vấn đề gì,2,2,2,2,2,2,1
Tóm tắt ok,2,2,2,2,2,2,1
Sản phẩm có hình ảnh sắc nét,2,1,2,2,2,2,2
âm thanh tốt sống động,2,2,1,2,2,2,1
hân viên nhiệt tình và thân thiện. Mình sẽ luôn ủng hộ điện máy xanh .,2,2,2,2,1,2,1
âm thanh to. rõ hình ảnh nét,2,1,1,2,2,2,2
Tivi dùng rất tốt,2,2,2,2,2,2,1
Màu tươi âm thanh ấm ổn áp lắm,2,1,1,2,2,2,1
Lần đầu tiên mua tivi Sony rất tuyệt vời chất hình ảnh rất sắc nét âm thanh với công nghệ âm thanh vòm xem phim rất hay so với hãng khác chênh vài triệu tùy vào model nhưng đổi lại là chất lượng tuyệt vời.,2,1,1,1,2,2,1
ok,2,2,2,2,2,2,1
Sản phẩm tốt,2,2,2,2,2,2,1
sản phẩm chất lượng tốt riêng về khoản khuyến mãi thì để cho có rườm rà và không thực hiện được. thất vọng,2,2,2,2,0,0,1
Rất tốt,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Tôi vừa nhận ti vi hôm qua. Nhưng sao màu tivi nó đậm lòe loè k được sắc nét . Bỏ ra số tiền cũng k nhỏ lắm mà k đc ưng ý lắm. Có đc đổi lại k,2,0,2,2,2,0,2
Rất tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Cảm thấy ok,2,2,2,2,2,2,1
OK,2,2,2,2,2,2,1
