Name,Cost,Score rating,Number rating,Comment user
TCL Google TV 65P635,9.990.000₫,4.2,43,"['Không đăng nhập được K+/n', 'Rất ok chỉ chưa biết chia sẻ ảnh từ đt lên tivi/n', 'Rất tốt/n', 'Mới mua nên chưa đánh giá có tốt hay ko đc phải có thời gian/n', 'Ok/n', 'TIVI DÙNG ỔN NHƯNG CÁC GÓI KHUYẾN MÃI K+ KHÔNG XEM ĐƯỢC TRẬN NÀO ĐÂU NHÉ, FPT , CLIP CÓ NHƯ KHÔNG XEM CÁC ĐÀI ĐỊA PHƯƠNG THÌ KHUYẾN MÃI LÀM GÌ/n', 'Xài tốt lắm/n', 'Sp ok/n', 'Tốt/n', 'Ok/n', 'Hài lòng với sản phẩm của shop/n', 'Sản phẩm đáp ứng tốt nhu cầu sử dụng/n', 'Ti vi màu sắc tâm đuợc/n', 'Tốt/n', 'Kích hoạt điện tử cho tivi của tôi chưa báo cho tôi biết/n', 'Rât ok/n', 'Ti vi dùng tốt/n', 'sản phẩm rất tệ mua chưa 5 tháng giờ tuột màng hình chờ 3 ngày mới sửa ko hài lòng/n', 'Bữa may mắn mua với giá shock 11.999.999k , mọi thứ ok, nhân viên 5 sao/n', 'Tốt/n']"
TCL Google TV QLED 43Q646,7.490.000₫,4.1,33,"['Rất ok/n', 'Dùng tốt/n', 'Tivi chất lượng âm thanh hình ảnh tốt/n', 'Mẫu này giờ thay màn mới bao nhiêu tiền ạ M để trên kệ k may làm đổ vỡ màn hình..../n', 'Màn hình khi nhìn nghiêng sẽ bị nhợt nhạt màu còn khi nhìn chính diện thì màn hình sáng và nét , còn gói cước xài chỉ được 1 tháng là không xem được vtv 3 nữa , đáng lẽ phải 1 năm chứ/n', 'mới mua chưa được 1 tháng lỗ hết 200k. vãi đạn thiệt/n', 'tivi giá vừa phải màu đẹp rõ nét/n', 'Hình ảnh đẹp, âm thanh rõ/n', 'Tivi màn hình đẹp, rõ nét, âm thanh hay/n', 'Nhân vien giao hàng là hotboy thân thiện/n', 'Sau 2 tuần trải nghiệm thì mình thấy Tivi màn hình đẹp âm thanh bật 1520 đã nghe rất to rõ ràng giá thì quá tốt để sở hữu xứng đáng 5 sao nhé/n', 'Chất lượng tivi xem tốt.,nhưng Hnay bóc tấm dán màn hình ra thì phát hiện có 1 con mát bên trong màn hình,không làm thế nào để xử lý đc đi ,cảm thấy cấn cấn hơi khó chịu. Không biết phải xử lý thế nào bây giờ./n', 'Giá rẻ mà xem khá được Tuy nhiên khi bật khởi động hơi chậm so với các hãng khác/n', 'Tặng K+ 12 tháng nhưng chỉ là gói mặc định chả đc tích sự gì/n', 'Giá dao động quá nhiều. Mới mua giá 9tr đc 1 tuần thì rớt còn 7tr. Cảm giác như dmx lừa dối khách hàng./n', 'TV chậm loa rè hãng không có trách nhiệm ./n', 'Tivi chất lượng giá rẻ/n', 'Giao hàng hơi chậm, điện máy xanh cần có đường dây gọi hay nhắn tin cho biết khách hàng khi nào nhận hàng Còn k thì cho nhân viên điện báo để khỏi ngồi nhà trông giao tivi vì nhà ở nông thôn, k ngay tuyến lộ nhựa Tivi k coi được NETFLIX dù thực hiện mọi cách vì nó k hỗ trợ Hướnh dẫn cài FPT play video của điện máy xạn và thực tế khác xa nhưng cũng làm được, quản lý bán hàng của hàng phản hồi nhanh chóng, nhiệt tình khi có thắc mắc/n', 'Màn hình đẹp.muot mà Google rất thông minh.bảo gì làm nấy.chi 8 triệu bao hành 2 năm giá này quá ok./n', 'Nhân viên tư vấn nhiệt tình, rất hài lòng/n']"
LG Smart TV 65UR7550PSC,15.390.000₫,4.2,11,"['Ok/n', 'Không hỗ trợ được tương phản màn hình cho IOS Airplay 2 như quảng cáo. Đã liên hệ và xử lý rất chậm./n', 'Hình ảnh đẹp âm thanh Al sound kết hợp loa giả lập xem phim tuyệt vời mua lúc khuyến mãi hơn 13 củ 1 tí rất ok/n', '/n', '/n', '/n', '/n', '/n', '/n', '/n', '/n']"
LG Smart TV 75UQ8000PSC,18.890.000₫,4.6,148,"['Hỗ trợ lắp tối theo ý mình 21h, lắp đặt độ cao theo ý mình khoảng 1m1. Sau khi lắp lên thấy cao quá so với chiều cao của ghế sofa, tuy nhiên mình không yêu cầu chỉnh sửa ngay do đã tối không muốn khoan tường thêm làm ồn.Rắc rối ở chỗ giờ kêu hạ xuống có trả phí thì bên này đùn đẩy bên kia dù ngay từ đầu nói chấp nhận có phí di dời và rất vui lòng trả khoản đó và không hề có 1 lời phàn nàn. Đến hiện tại đã có 4 người gọi ở các phòng khác nhau, kèm chục cuộc gọi nhỡ, chỉ để nói cái này không phải bảo hành, sẽ tính phí các thể loại... nhưng rốt cuộc không ai xuống xử lý. Trả tiền xong rồi mà dịch vụ sau bán hàng tệ như vậy thì nên cân nhắc trước khi mua./n', 'Sản phẩm tốt, sắc nét, hình ảnh đẹp/n', 'sản phẩm tốt, hài lòng, 5 sao/n', 'hài lòng về sản phẩm/n', 'sản phẩm tốt, màn hình sắc nét, đẹp/n', 'bình thường/n', 'Tivi xem tốt, hình ảnh rõ nét, chân thực/n', 'màn hình cũng được sắc nét, đẹp, sản phẩm tốt/n', 'Tivi dùng tốt, hình ảnh tivi tạm được, tốt hơn sumsung/n', 'sản phẩm tốt, màn hình đẹp, sắc nét/n', 'Tivi dùng tốt, màu sắc và hình ảnh ổn/n', 'hình ảnh âm thanh tốt, nv tốt, sản phẩm tốt/n', 'sản phẩm tốt, dùng màn hình sắc nét, đẹp/n', 'sản phẩm tốt, màn hình sắc nét/n', 'cũng được/n', 'Tivi dùng tốt, màu sắc đẹp, hình ảnh rõ nét/n', 'Tivi dùng tốt, hình ảnh và màu sắc ok/n', 'sản phẩm tốt, màn hình sắc nét, đẹp/n', 'Tốt, chất lượng/n', 'Sản phẩm tốt , hài lòng, mua 3 sản phẩm của LG rồi/n']"
LG Smart TV NanoCell 50NANO76SQA,13.890.000₫,4.4,66,"['Ti vi rất là tốt/n', 'Màu sắc đẹp/n', 'Tốt ạ/n', 'Màu rõ nét âm loa tốt/n', 'Sp tốt so với giá/n', 'Chất lượng hình ảnh rõ nét , màu sắc ổn định âm thanh ấm máy không nóng/n', 'DMX cho tôi hỏi, màn hình vầy thì có vấn đề hay là bình thường nó là vậy.xin cảm ơn./n', 'Đẹp, chất lượng tốt/n', 'Ok/n', 'Mình thấy ngồi cách TV 2m thì thấy nét khởi động nhanh dễ dùng có nhiều chế độ hình ảnh và âm thanh thích hợp cho nhiều mục đích/n', 'Hình ảnh màu sắc tivi rõ và đẹp các ứng dụng dễ sài rất hài lòng về sp này/n', 'Hình ảnh đẹp. Còn độ bền xài thời gian trả lời/n', 'Khâu nhận diện giọng nói chưa đc ổn cho lắm Còn mọi thứ ôk/n', 'Chức năng tốt/n', 'Sản phẩm được đánh giá tốt/n', 'Loa chưa đc hay lắm. Điều khiển như chuột máy tính khá hay Nhận diện bằng giọng nói chưa chuẩn lắm/n', 'Hệ điều hành webos chạy hoi chậm./n', 'Hiện tại chưa có vấn đề gì vì mơi sử dụng/n', 'Tốt/n', 'Sản phẩm bình thường/n']"
Sony Google TV KD-65X80L,19.890.000₫,4.4,16,"['Thanks/n', 'Sản phẩm tốt./n', 'Hiên tai vân binh thương nhe/n', 'Hình ảnh đôi khi không được sắc nét lắm.khổng biết lý do tại mạng wf ở nhà hay đường truyền mạng không ổn định nữa.nói chung sony vẫn tốt/n', 'Nói chung rất ok/n', 'Mới mua mình thấy ổn/n', 'Nhân viên tư vấn rất dễ thương và nhiệt tình. Sẽ tiếp tục ủng hộ ĐMX/n', 'Hài lòng/n', '/n', '/n', '/n', '/n', '/n', '/n', '/n', '/n']"
Sony Google TV KD-75X80K,28.900.000₫,4.4,42,"['Hình ảnh ko đc rõ nét, hay bị lỗi kết nối vs mạng wifi. Nhận biết bằng giọng nói còn hạn chế./n', 'Rất ok/n', 'Tot/n', 'Ok/n', 'Tốt mọi thứ ổn định/n', 'Tivi dùng tốt, đẹp/n', '👍/n', 'Nhà nhỏ ko nên mua/n', 'Tivi sử dụng tốt đáng mua/n', 'Mang hình đẹp/n', 'Rất tốt, màn ảnh lớn xem rất thích, lại mua được giá khuyến mãi/n', 'Tốt/n', 'xem rât nét/n', 'Ok/n', 'Sản phẩm tốt. Phục vụ nhiệt tình/n', '0k/n', 'sp ok/n', 'Sản phẩm dùng tốt, chỉ có phần mềm nhận giọng nói nhạy quá nên hay bị nhảy sang chương trình khác./n', 'Sản phẩm dùng tốt, tất cả đều oke/n', 'Sản phẩm dùng cũng tốt nhưng tôi chưa kết nối bluetooth được/n']"
LG Smart TV 75UR7550PSC,20.890.000₫,4.7,3,"['Tốt/n', 'Chạy ứng dụng nhanh,hình ảnh đẹp,tuy không đẹp bằng sam sung,nhưng mình vẫn chọn LG vì sam sung hay bị lỗi màn hình/n', '/n']"
Sony Google TV KD-65X85L,24.890.000₫,4.7,3,"['san pham ok nhan vien ban hàng tu van nhiệt tình/n', 'Ok/n', '/n']"
TCL Google TV 43P737,7.020.000₫,4.2,69,"['Đừng 4 năm rồi vẫn ổn, va đập hơn 20 lần nhưng mặt kính vẫn không bể. Có điều dung lượng + RAM gọi là ít quá nên luôn bị đầy./n', 'Sau khi sử dụng hết bảo hành hơn một năm thì bị loạn cảm ứng. Tôi bị 2 cái luôn 1 cái j4 plus hết bảo lành bị loạn cảm ứng. 1 cái A10s bị loạn cảm ứng hên còn bảo hành thì đã được bảo hành./n']"
LG Smart TV OLED 55C3PSA,32.890.000₫,4.5,4,"['Ok. Ổn. Tốt/n', 'Hình ảnh rất ổn, chất lượng âm thanh chưa thực sự xuất sắc, loa chỉ 2.1/n', 'Màn hình sắc nét, nổi khối, màu đen sâu, sặc sỡ, âm thanh hay, rất tuyệt vời./n', '/n']"
Sharp Android TV 2T-C32EG2X,4.490.000₫,4.1,57,"['Tốt/n', 'Rất tốt nha Mở yotube rất mượt nhanh./n', 'Ổn trong tầm giá,/n', 'Tốt nhất/n', 'Mình mới mua, cho mình hỏi có cách nào xuất âm thanh song song vừa loa tv, vừa ra 3.5 được không, hoặc tùy chọn trên tivi cũng được, mình gắn cổng 3.5 mặc định loa tivi mất tiếng, và không chỉnh được trong cài đặt./n', 'hàng xài ok lắm ak/n', 'Good/n', 'Tốt nhất/n', 'Nghĩ sao lỗi kết nối wifi hoài mặc dù ko ai sử dụng wifi cả. Wifi rất mạnh nữa, chán/n', 'Mua được tháng 8 ngày hư wifi không có tín hiệu gọi bảo hành cả tháng nay nó không vô xửa tệ vô cùng lên né cái hãng sharp này ra nhân viên kỹ thuật bên sharp rất tivi hư nó không xửa nó đổi thừa mạng yếu mà nhà tôi Sài camera với thứ khác có bị gì đâu bên nhà mạng xuống kiểm tra bình thường/n', 'Tốt/n', 'Ok/n', 'Ok dùng ổn áp/n', 'Tốt/n', 'Tốt/n', 'Màn hình chưa rõ nét Âm thanh chưa chuẩn Rất mong nhân viên kỹ thuật đến hỗ trợ/n', 'Tốt trong tầm giá/n', 'Nhân viên nhiệt tình, lịch sự, giá tốt/n', 'Sài bình thường/n', 'Ok âm thanh vừa đủ nghe/n']"
TCL Google TV 65P737,11.490.000₫,4.5,16,"['Rất ok/n', 'Rất tốt/n', 'Tôi đã mua và sử dụng TV này khoảng 3 tháng, tôi khá hài lòng về sp, hình ảnh rất đẹp, nhất là khi xem Netfix với chuẩn hình ảnh Dolby Vision, khi để màn hình chờ màu đen thì khg thể bằng dòng TV Oled, nhưng mà hình khg bị sáng ở 4 góc, đó là điểm cộng của TV này, chúng ta khg thể đòi hỏi chất lượng hình ảnh như TV Oled, với giá này thì TV đáng để mua, nó đáp ứng mọi y/cầu của tôi. Tôi cũng rất thích kết nối bluestooth của TV, cho phép tôi kết nối với loa bluestooth, bàn phím rất nhanh và dễ dàng hát karaoke, phần điều khiển thông minh Google Assistant cũng khá tốt, nhận lệnh bằng giọng nói tiếng Việt khá ổn. Điểm trừ là khi bật TV, kết nối với Netflix, youtube hoặc các ứng dụng dùng kết nối internet hơi chậm, trên điều khiển khg có nút bấm nhanh để chuyển sang xem các kênh TV cable (TV Sony có nút này). Tôi đã sd 2 cái TV Oled LG, nay tôi phải đổi sang TV này vì cả 2 cái Oled quá nhạy cảm, cả 2 cái bị hỏng vì sét đánh (trong khi các TV khác trong nhà khg bị hỏng). Tổng quan, tôi chấm TV đạt 4.7/5.0, rất đáng để mua, tôi đã giới thiệu cho người. Hà mua 1 cái cùng dòng này nhưng 55 inch thay vì 65 inch như của tôi/n', 'Mọi thứ điều ổn, riêng lúc bật khởi động hơi bị lâu/n', 'Ok/n', 'Ổn áp trong tầm giá/n', 'Quá hài lòng, mình mua ngay đợt giảm còn 13tr490 còn đ tặng phiếu mua hàng 500k. Nhân viên lắp đặt và thu dọn tận tình. Nên mua nha mọi nha mọi người/n', 'Màn hình đẹp sống động âm thanh tốt/n', 'Sản phẩm mới . Có nhiều tính năng iu Việt . Hình ảnh rỉ nét và chân thật , giá cả hợp lý . Nên mua hãng này nha mọi người. Mình dùng thấy mọi thứ rất Ok/n', 'Sản phẩm tương ứng với giâ tiền . Nhược điểm mỗi khi bật tv khởi động rất lâu độ chễ của bộ sử lý thấp . Còn tất cả oke/n', '/n', '/n', '/n', '/n', '/n', '/n']"
Sony Google TV XR-55X90L,26.890.000₫,4.8,4,"['sản phẩm tốt rất ưng ý/n', 'Đang dùng cảm thấy rất tốt/n', '/n', '/n']"
LG Smart TV 50QNED80SRA,15.390.000₫,4.6,9,"['Sp tuyệt vời sắc nét/n', 'Mua nhanh, hàng tốt, đã giới thiệu cho nhiều người biết./n', 'Tv mới mua dùng rất tốt, hình ảnh sắc nét, mượt đúng như quảng cáo, độ bền thì phải dùng một thời gian mới biết được. Nói chung là ok/n', 'Hài lòng/n', '/n', '/n', '/n', '/n', '/n']"
Sony Google TV KD-75X77L,27.900.000₫,4.3,3,"['Rất tốt/n', 'Tôi thấy an tâm/n', 'sản phẩm ok/n']"
Toshiba Google TV 65C350LP,13.990.000₫,4.9,70,"['Rất tốtttttttt/n', 'rất tốt, hình ảnh siêu nét chất lượng cao, mịn màng/n', 'Âm thanh cực kì to rõ thiết kế đẹp màu sắc hài hòa/n', 'Hình ảnh đẹp xem thể thao chất lượng hẳn ra/n', 'Màn hình to rõ loa siêu bự bật 1 tý phát nguyên cả căn phòng nghe/n', 'Giá cả phải chăng hàng Nhật Bản có khác dùng mượt mà chưa thấy trục trặc gì/n', 'Màn hình to đẹp rất đáng tiền/n', 'Đẹp/n', 'TV đẹp to cái chống chói mắt thấy quảng cáo khá tiện xem phim lâu đỡ mỏi mắt hơn hẳn thanks/n', 'Tư vấn viên nhiệt tình bác bảo vệ dắt xe vui vẻ/n', 'TV trình chiếu rất ok/n', 'Sắm vài cái để phòng khách thì còn gì bằng/n', 'Màn ảnh to nét/n', 'Dùng tốt như mong đợi ok/n', 'Dùng để làm màn hình chiếu thông báo khá tốt/n', 'Loa to màn hình rộng khá ổn/n', '11tr cho một siêu phẩm, đẹp, chất/n', 'Mua về cho nóc nhà xem phim, hihi/n', 'Dùng rất ok/n', 'Ui, kiếm mãi mới có cửa hàng bán dòng 65 của Toshiba, gì mà hiếm hàng vậy @@/n']"
TCL Google TV 50P737,8.290.000₫,4.2,44,"['Nói chung chất lượng tương xứng với giá tiền ./n', 'Dùng ok, giá rẻ/n', 'Đã dùng một thời gian, ti vi tốt, đáng mua./n', 'Nói chung là rất ok.con xài có bền không thì để thời Gian trả lời kkk/n', 'Đang rất ổn áp/n', 'Tốt/n', 'Tạm thời xài chưa có vấn đề gì. Vẫn ok/n', 'Ok/n', 'Hài lòng về sản phẩm/n', './n', 'Nhân viên rất tận tình/n', 'Nhận được hàng cũng nhanh, hàng đúng như mô tả. Vấn đề quan trọng nhất là nếu sản phẩm có lỗi thì shop sẽ bảo hành có tốt không thôi./n', 'Màu xấu nhưng loa to.vào mạng chậm/n', 'tốt/n', 'Tivi dùng ổn .nhưng mong là lâu hỏng .chứ đợt trước mình mua con L55a8 của TCL hết bảo hành là hỏng ./n', 'Quá ok/n', 'Mới Sài 2 tháng thấy cũng OK nhé/n', 'Ti vi rất tệ, mua được 10 ngày thì hỏng nguồn/n', 'Dùng được hơn 1 tháng chất lượng tốt trong tầm giá. Nhưng không biết cửa hàng đã kích hoạt bảo hành cho TV chưa./n', 'Ok/n']"
LG Smart TV NanoCell 86NANO76SQA,35.890.000₫,4.3,3,"['Ổn/n', 'ok/n', 'Tivi tốt, màu sắc đẹp/n']"
TCL Google TV 58P635,9.640.000₫,4.1,62,"['Tivi mua 17/11/2023 sài tới 11/3/2024 Màn hình đen thui . Tiếng vẫn còn báo bảo hành vì tivi bảo hành 2 năm . Kỹ thuật xuống báo tivi mình có dấu hiệu bị chất lỏng nhưng bên mình nhìn thì ko thấy gì . thợ nói người trong nghề nhìn mới biết báo thay màn hình 9tr . trong khi mình mua tivi có 7tr9 . thế là đi về côi như xù . ko bảo hành cho mình luôn . mình mua trên dưới 30 Món của TGĐ + ĐMX r Mà lần đầu mới cần nhờ đến bảo hành mới biết được luôn . ai cũng đùng đẩy trách nhiệm . ĐMX đổ cho hãng . Hãng thì ko liên hệ . im ru . bỏ 8tr ra trải nghiệm cái cách bảo hành và bảo vệ khách hàng kiểu này Không bao giờ 1 lần nào mua đồ của Cái Hệ Thống này luôn . quá sợ ./n', 'Ti vi xài rất tốt hình ảnh trung thực đat 4,5 sao/n', 'Sử dụng 8 tháng đã qua rất OK sản phẩm tốt. thời gian dài về sau lâu nữa mong sản phẩm tốt hơn mong đợi, sẽ khách hàng sẽ tin tưởng nhiều hơn/n', 'Giá rẻ dùng yên tâm hơn samsung/n', 'Tìm kiếm bằng giọng nói không sử dụng được nữa không biết làm sao/n', 'Tốt/n', 'Tâm ổn.buoc đầu/n', 'Cho hỏi cách tắt giọng nói chị google/n', 'chất lượng hình ảnh tốt/n', 'Mua hàng cũ thấy bảo hành hãng còn 22,5 tháng tin tưởng nên không kiểm tra nhiều nay để ý kỹ thì thấy bụi trong màn hình. Gọi hãng thì kêu mang về kiểm tra bụi vào màn hình từ người dùng hoặc bên dmx sẽ không bảo hành .trải nghiệm mua cũ khá tệ .mọi người mua cũ nên kiểm tra kỹ .bảo hành hãng cũng không tốt/n', 'Xài gần 2 tháng vẫn ổn./n', 'Sản phẩm rất tốt, âm thanh hình ảnh ok/n', 'Tivi mầu sắc nét , trình duyệt nhanh, hợp lý với nhu cầu/n', 'Tv dùng ok. Chất lượng Vừa so với giá/n', 'Sản phẩm sử dụng rất hài lòng nhân viên tư vấn nhân viên lắp đặt hệ thống tivi tại nhà rất chu đáo/n', 'Tivi Sài ok/n', 'Tốt/n', 'Quá rẻ luôn các bạn. Nhờ mua đang giảm giá/n', 'OK/n', 'Ti vi dùng ổn tốt phải đợi thời gian sử dụng thêm ạ/n']"
Sony Google TV KD-55X85L,18.890.000₫,4,4,"['Bộ phận chăm sóc KH rất tệ/n', 'tí vì nhà mình đang dùng rất tốt/n', 'Rất tốt/n', '/n']"
LG Smart TV OLED 55G2PSA,44.890.000₫,4.7,6,"['Rất hài lòng/n', 'Một tuyệt phẩm nên dùng. Nhưng đó chỉ mới những ngày đầu thôi nhé. Cảm ơn ./n', '/n', '/n', '/n', '/n']"
Toshiba Google TV 75C350LP,18.990.000₫,4.7,13,"['Cho giá tiền hợp lý/n', 'Rất hài lòng/n', 'ti vi nét căng chuẩn HD+4K, âm thanh nghe hay/n', 'rất mạnh và dai/n', 'Mua về tận dụng xem đá bóng rất thích màn ảnh to màu sắc đẹp/n', 'To đẹp giá cả phải chăng ok/n', 'Giá rẻ, để showroom chạy quảng cáo rất đẹp/n', 'Tivi dùng tốt, màn hình rộng, rất thích, vào mạng nhanh,/n', 'màn hình to xem rõ nét âm thanh nghe nhạc siêu đỉnh luôn mng nên trải nghiệm nha/n', 'Màu nhợt nhạt, ám xanh/n', 'TV màn lớn, âm thanh to, xem bao đã nha bà con./n', 'Xài rất mạnh tôi rất thích/n', '/n']"
Toshiba Google TV QLED 55M550LP,11.990.000₫,4.9,15,"['Về tầm giá thì con này quá ok rồi .,./n', 'Tivi rất xịn sò nha có micro ở thân tivi nói rãnh tay không cần remote nha/n', 'Tivi có tích hợp nhiều rính năng tiện lợi hình ảnh sắc nét/n', 'Tivi chất lượng rất tốt, toshiba là dòng tivi bán chạy nhất ở Nhật năm 2022. Màu sắc tương đương dòng Led cao cấp của Sony, âm thanh tốt, có Google tivi./n', 'TV đẹp màn hình rõ nét âm thanh nghe rất giống dàn âm ly siêu xịn của ck/n', 'Tv Qled màn hình led full array sắc nét Âm thanh Dolby Atmos như phim chiếu rạp giá quá tốt cho thương hiệu nhật/n', 'Tivi tốt trong tầm giá, công nghệ Led Full array cho chất lượng hình ảnh, độ tương phản cao. Loa 49w cho ra âm thanh trầm ấm, to rõ ràng./n', 'Dùng rất tốt, màu sắc đẹp, loa cực khủng, để dùng 1 thời gian sẽ đánh giá sau, cho 5 sao/n', 'Mới trải nghiệm thấy tốt còn chất lượng phải sử dụng thời gian mới biết/n', 'Tôi rất hài lòng với sản phẩm tv Toshiba 4k 55 inch 55M550LP đã mua tại Điện máy xanh/n', 'Sản phẩm dùng rất tốt ưng ý/n', 'Rất vừa ý khi mua được/n', '/n', '/n', '/n']"
TCL Google TV 75P737,14.340.000₫,4.5,4,"['Rất tốt độ nét rất trân thực/n', 'TV dùng tốt nhé/n', 'Ok/n', '/n']"
TCL Google TV 55P737,10.340.000₫,4.3,72,"['Tivi tốt/n', 'Sao tivi mình mở không lên nguồn thì sử lý làm sao ạ/n', 'Ổn áp lắm nhen mn ơi/n', 'không biết đây là seal màng hình hay là gì. nếu seal thì sao lại dính như vậy/n', 'Giao hàng tivi bị trầy 1 đường nhưng khi nhân viên giao hàng về rồi mình mới xem lại thấy trầy. Và ảnh mình chụp lúc anh nhân viên tới đã có vết trầy nên không phải do mình. Nhắn lên đmx thì bắt anh giao hàng chịu trách nhiệm bồi thường cho mình chứ đmx không chịu trách nhiệm. Vì anh giao hàng nói là cũng không biết do bản thân làm trầy hay có sẵn. Mình thấy tội nên thôi không bắt đền và phải chịu cảnh bỏ ra gần 10 triệu để xài cái tivi bị trầy dù mới mua Biết là một vết trầy nhỏ không ảnh hưởng chất lượng tivi nhưng nó mất thẩm mỹ và chẳng ai muốn mua đồ mới mà bị như vậy cả./n', 'Hay bị đơ/n', 'Ẩm thanh tốt nhưng điều khiển bị đơ/n', 'Tot/n', 'tuyệt vời/n', 'Được/n', 'Tivi khá ổn. Phù hợp trong tầm giá/n', 'Sản phẩm tốt Nhân viên nhiệt tình/n', 'Tốt/n', 'GOOGLE TIVI TCL 55P737 NGOẠI HÌNH ĐẸP, CẤU HÌNH MẠNH NHỜ CHIP ANDROI 11 NÊN RẤT MƯỢT MÀ KHI TRUY CẬP VÀO CÁC ỨNG DỤNG CỦA TIVI.CHẾ ĐỘ BẢO HÀNH LÂU DÀI. VỀ BÊN NHÀ BÁN HÀNG Điện Máy XANH THÌ TUYỆT VỜI : TỪ KHÂU BÁN HÀNG, GIAO HÀNG, LẮP ĐẶT, VÀ HƯỚNG DẪN SỬ DỤNG, TẤT CẢ ĐỀU TUYỆT VỜI NHANH,TẬN TÂM, CHU ĐÁO, NHIỆT TÌNH. MÌNH RẤT THÍCH MUA HÀNG TẠI ĐMX .HẸN GẶP LẠI LẦN SAU/n', 'Hàng sử dụng rất ok/n', 'Hình ảnh rõ nét , âm thanh tốt/n', 'ĐMX bắc Giang nhân viên nhiệt tình. Nhân viên lắp đặt rất nhiệt tình/n', 'Hình ảnh chuẩn, màu sắc rực rỡ, âm thanh rõ./n', 'Tivi đang dùng tốt/n', 'Sản phẩm tốt. Giá vừa phải./n']"
LG Smart TV OLED 48A2PSA,22.890.000₫,4.6,24,"['Giá cao quá/n', 'Tv rất nét, rất tốt. Cám ơn Điện Máy Xanh./n', 'sản phẩm tốt, 5 sao/n', 'sản phẩm tốt, chưa có vấn đề gì/n', 'Tốt 10 điểm/n', 'Nhân viên phục vụ dễ thương/n', 'Ok/n', 'Tivi tốt đẹp quá ok/n', 'ok/n', 'TV mỏng, khung viền kim loại chắc chắn. Màn hình quá đẹp/n', 'Đang đung ổn định/n', 'Sản phẩm tốt/n', 'Tốt, sắc nét/n', 'Màu sắc chân thật, âm thanh nghe cũng tuyệt/n', 'ok/n', 'Sản phẩm rất tốt từ âm thanh cho đến hình ảnh/n', 'Hình ảnh oled rất rỏ nét, âm thanh chuẩn/n', 'TV ok/n', '/n', '/n']"
LG Smart TV OLED 42C2PSA,24.890.000₫,4.6,14,"['Chất lượng nghe/nhìn 10 điểm,màn đẹp hơn màn Mac 5k. Loa to nhưng không hay như màn apple. Đặc biệt 120hz trên 4k rất tuyệt để chơi game,giải trí. Điểm trừ thiếu wifi 6,nếu tích hợp luôn cam/mic như một số smart tv kiêm màn hình pc samsung/apple thì tuyệt. Màn hơi to giá mà có phiên bản 3x in,/n', 'san phẩm tốt, hài lòng, chưa có lỗi gì xảy ra/n', 'sản phẩm tốt, ổn định, tuyetj vời/n', 'tốt, ổn định, xài êm/n', 'tốt, sử dụng chưa thấy lỗi gì là ok rồi/n', 'sản phẩm tốt, rất hài lòng, 4 sao/n', 'sản phẩm tốt, hài lòng/n', 'sản phẩm rất tốt/n', 'Ok/n', 'Very good tivi. Good technical guy installed the tv quickly/n', 'Tuyệt vời đó là những gì mình muốn chia sè ./n', 'Hi/n', '/n', '/n']"
Toshiba Google TV 55C350LP,10.990.000₫,4.7,99,"['Hình ảnh đẹp. Âm thanh to. Thích hợp trong tầm giá. Còn độ bền thì thời gian sau mớ biết./n', 'Tivi ổn, trình duyệt web có vẻ hơi lag. Xem phim trên web tầm 1h có hiện tượng đơ luôn tivi. Kh tắt được phải rút chui cắm luôn mới tắt mở lại được. Mong được phản hồi ạ./n', 'Hàng chất lượng cao, giá tốt với tấm nền IPS cho chất lượng hình ảnh chân thật không quá nịnh mắt như màn QLed của Samsung. Còn độ bền chưa biết./n', 'Hiện tại khá ok vs tầm giá. Chờ xem độ bền/n', 'Chất lượng Sản phẩm dùng rất hài lòng cả hình ảnh, âm thanh/n', 'Anh chị nên cân nhắc mua sản phẩm của tosia này. Chính sách đổi trả đmx quá tốt nhưng hàng tosia giờ quá tệ. Đổi cái mới vẫn bị lỗi y chang vậy/n', 'Sản phẩm ok , rất đáng đồng tiền./n', 'Oki/n', 'Rất tốt/n', 'Âm thanh to, hình ảnh tốt. Chờ thêm thời gian để kiểm chứng độ bền/n', 'Thiết kế khá đẹp so với phiên bản tiền nhiệm ổn/n', 'Nhìn thực tế thấy đẹp với sang hơn trên mạng/n', 'Tivi kết nối nhanh. Màu đẹp . Âm thanh to rõ/n', 'Tạm/n', 'Tv sản xuất tại Thailal hình thức đẹp chất lượng hình tiếng chuẩn chỉnh. Nhân viên giao hàng nhanh thân thiện/n', 'Ok/n', 'Chính sách bảo hành quá kém đùng đẩy hãng vs chổ bán. Màng hình báo giá trên trời mua tv 9tr6 báo giá màng hình 11 triệu./n', 'Màu sắc đẹp mọi người lưu ý để chế độ hiển thị sang tự nhiên sẽ đẹp hơn để sống động với tiêu chuẩn nha/n', 'Đẹp mọi góc nhìn giá cả phải chăng tư vấn nhiệt tình/n', 'Mua về làm TV trình chiếu rất tiện/n']"
